index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
481,12.0,0.7,-5513904.0,,,False,False,
383,6.0,0.7,-3871662.0,,,False,False,
49,7.0,0.2,-9205980.0,,,False,False,
0,3.0,0.2,-6782883.0,,0.0,False,False,0.4694797326128902
10,4.0,0.2,-8015384.0,,0.0,False,False,0.06363229079932371
20,5.0,0.2,-9436605.0,,0.0,False,False,0.1162699649164725
35,6.0,0.2,-9471234.0,,0.0,False,False,0.015247696279217782
63,8.0,0.2,-9751200.0,,0.0,False,False,0.1731890971386159
65,9.0,0.2,-10237491.0,,0.0,False,False,0.17985694630484092
84,10.0,0.2,-10254350.0,,0.0,False,False,0.26655694468402513
92,11.0,0.2,-10798579.0,,0.0,False,False,0.25594320127873044
115,12.0,0.2,-10371108.0,,0.0,False,False,0.35648411117681356
120,13.0,0.2,-8398923.0,,0.0,False,False,0.6355383716207337
494,14.0,0.7,-4082512.0,,0.048534829138789364,False,False,0.31707111512134534
150,15.0,0.2,-7718760.0,,0.0,False,False,0.7299610763192864
541,18.0,0.7,-5813136.0,,1.4063383420310624,False,False,0.4485010138561082
173,16.0,0.2,-9021200.0,,0.0,False,False,0.2041148093890739
175,17.0,0.2,-9910167.0,,0.0,False,False,0.08733789260031384
213,18.0,0.2,-9415458.0,,0.0,False,False,0.20433774650863942
215,19.0,0.2,-9311957.0,,0.0,False,False,0.24809363283585695
243,20.0,0.2,-9209900.0,,0.0,False,False,0.28985119502808043
249,21.0,0.2,-9138129.0,,0.0,False,False,0.3249089248788749
281,22.0,0.2,-8355358.0,,0.0,False,False,0.47465714260232095
289,23.0,0.2,-9440672.0,,0.0,False,False,0.2925354376643896
562,20.0,0.7,-4132180.0,,0.015103199102540803,False,False,0.07178159445354079
314,24.0,0.2,-8312232.0,,0.0,False,False,0.526483527792203
329,3.0,0.9,-3937797.0,,0.0,False,False,0.05571604171000143
339,4.0,0.9,-2195600.0,,0.0,False,False,1.0523917716175069
349,5.0,0.9,-2514650.0,,0.0,False,False,0.5638981589057065
359,6.0,0.9,-2607030.0,,0.0,False,False,0.3759518108215694
515,16.0,0.7,-4027792.0,,42.318258021172916,False,False,0.20678950672809518
410,8.0,0.7,-4361248.0,,0.0,False,False,0.3079552865223241
432,10.0,0.7,-3821980.0,,0.0,False,False,0.33533299445220865
