index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
147,13.0,0.2,-10111270.0,,,False,False,
490,12.0,0.7,-4072260.0,,,False,False,
212,17.0,0.2,-9489655.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.5024089053287464
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.024669040495446857
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.022019981612295222
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.06990687294432293
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.011880173156727932
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.08806727869013616
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.011984516348126861
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.005195122573409796
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.07333227317832042
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.04230741125968689
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.23529481962025342
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.004206165735505064
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.008583580275774959
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.06240259233741693
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.12687559168191556
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.18342541896588174
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.34351772937935937
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.19473237680332203
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.43351382365887275
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.5210012763450222
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.3026238209313632
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.5906334642825666
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.261045112106054
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.3761953988981424
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.0338300715440086
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.2545880250031635
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.3755281336902117
515,16.0,0.7,-4027792.0,,-0.0,False,False,1.2034533827625484
625,26.0,0.7,-4426656.0,,-0.0,False,True,0.3257705001175436
562,20.0,0.7,-4132180.0,,-0.0,False,False,1.0488452466749183
