index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
358,5.0,0.9,-2071770.0,,,False,False,
268,21.0,0.2,-8772372.0,,,False,False,
267,21.0,0.2,-8731170.0,,,False,False,
0,3.0,0.2,-6782883.0,,0.0,False,False,0.8167763458500565
359,6.0,0.9,-2607030.0,,322.51482128888097,False,False,0.9835791240552626
289,23.0,0.2,-9440672.0,,98.6746856741751,False,False,0.7336756837038666
410,8.0,0.7,-4361248.0,,1207.950338868402,False,False,0.7226406347680273
10,4.0,0.2,-8015384.0,,0.0,False,False,0.03951816913403948
20,5.0,0.2,-9436605.0,,0.0,False,False,0.02750421728783538
35,6.0,0.2,-9471234.0,,0.0,False,False,0.1459197415086344
40,7.0,0.2,-10276763.0,,0.0,False,False,0.0771772651387096
63,8.0,0.2,-9751200.0,,0.0,False,False,0.15182468337168467
65,9.0,0.2,-10237491.0,,0.0,False,False,0.055849767631018565
84,10.0,0.2,-10254350.0,,0.0,False,False,0.027935889940940064
92,11.0,0.2,-10798579.0,,0.0,False,False,0.052291984172378
115,12.0,0.2,-10371108.0,,0.0,False,False,0.027466660863042003
120,13.0,0.2,-8398923.0,,0.0,False,False,0.16684274235005564
150,15.0,0.2,-7718760.0,,0.0,False,False,0.1298992708231563
173,16.0,0.2,-9021200.0,,0.0,False,False,0.0922641120807036
175,17.0,0.2,-9910167.0,,0.0,False,False,0.19003142106664123
213,18.0,0.2,-9415458.0,,0.0,False,False,0.1394912781896431
215,19.0,0.2,-9311957.0,,0.0,False,False,0.11400444957717015
243,20.0,0.2,-9209900.0,,0.0,False,False,0.07005866199969484
281,22.0,0.2,-8355358.0,,0.0,False,False,0.16545798448885388
314,24.0,0.2,-8312232.0,,0.0,False,False,0.3838611308351682
329,3.0,0.9,-3937797.0,,0.0,False,False,0.038310864285753296
339,4.0,0.9,-2195600.0,,0.0,False,False,0.7980813055886801
369,6.0,0.7,-3952086.0,,0.0,False,False,0.15592859060205877
432,10.0,0.7,-3821980.0,,0.0,False,False,1.2669499227338923
473,12.0,0.7,-5478492.0,,0.0,False,False,1.3277194958118386
494,14.0,0.7,-4082512.0,,0.0,False,False,1.1323408033226592
625,26.0,0.7,-4426656.0,,57.49625990366984,False,True,0.43034269862697777
604,24.0,0.7,-4437600.0,,67.53604257595774,False,True,0.7391955094127611
