index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
11,4.0,0.2,-8258700.0,,,False,False,
531,16.0,0.7,-4019440.0,,,False,False,
525,16.0,0.7,-5669856.0,,,False,False,
175,17.0,0.2,-9910167.0,,19.032724848313855,False,False,0.8907065135236721
243,20.0,0.2,-9209900.0,,115.34076850145274,False,False,0.9704143995599516
541,18.0,0.7,-5813136.0,,26.343015466077954,False,False,0.6094105725036368
604,24.0,0.7,-4437600.0,,23.873407426601005,False,True,0.0392169203692891
583,22.0,0.7,-4142446.0,,102.4982671986883,False,True,0.16643412181555964
562,20.0,0.7,-4132180.0,,281.3337132107164,False,False,0.1177536051495079
0,3.0,0.2,-6782883.0,,0.0,False,False,0.006114955253736849
20,5.0,0.2,-9436605.0,,0.0,False,False,0.007641118921820526
35,6.0,0.2,-9471234.0,,0.0,False,False,0.07887329816246548
40,7.0,0.2,-10276763.0,,0.0,False,False,0.03183607352251678
63,8.0,0.2,-9751200.0,,0.0,False,False,0.11203880125300611
65,9.0,0.2,-10237491.0,,0.0,False,False,0.04716752852876977
84,10.0,0.2,-10254350.0,,0.0,False,False,0.027253173507394993
92,11.0,0.2,-10798579.0,,0.0,False,False,0.050000386067877156
115,12.0,0.2,-10371108.0,,0.0,False,False,0.03064837662635465
120,13.0,0.2,-8398923.0,,0.0,False,False,0.16392525448901538
150,15.0,0.2,-7718760.0,,0.0,False,False,0.15358321424483817
173,16.0,0.2,-9021200.0,,0.0,False,False,0.06254213968373312
213,18.0,0.2,-9415458.0,,0.0,False,False,0.10473012434457458
215,19.0,0.2,-9311957.0,,0.0,False,False,0.04653535591740018
249,21.0,0.2,-9138129.0,,0.0,False,False,0.12511787028092525
281,22.0,0.2,-8355358.0,,0.0,False,False,0.31356368571565524
289,23.0,0.2,-9440672.0,,0.0,False,False,0.20609092565896084
314,24.0,0.2,-8312232.0,,0.0,False,False,0.4703409626989637
329,3.0,0.9,-3937797.0,,0.0,False,False,0.6238689275928198
339,4.0,0.9,-2195600.0,,0.0,False,False,1.419668243545583
349,5.0,0.9,-2514650.0,,0.0,False,False,0.7445193955523179
359,6.0,0.9,-2607030.0,,0.0,False,False,0.5095427555001949
369,6.0,0.7,-3952086.0,,0.0,False,False,0.49582170962026806
410,8.0,0.7,-4361248.0,,0.0,False,False,0.3257032116238926
