index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
26,5.0,0.2,-9091975.0,,,False,False,
446,10.0,0.7,-4530740.0,,,False,False,
451,10.0,0.7,-3967810.0,,,False,False,
92,11.0,0.2,-10798579.0,,46889.7449058285,False,False,0.9541958580078641
150,15.0,0.2,-7718760.0,,419518.0957331676,False,False,0.6883173593388934
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.07466146811856138
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.017759301329294742
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.07053490407673339
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.014838484299919965
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.08978372895478437
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.01210108969435863
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.01107514471883723
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.0900843231244279
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.09507079880431726
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.15937127725227287
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.1614609804853306
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.006016916464314215
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.08365354795693565
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.15259819519972376
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.21190312417766613
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.3760511998493602
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.22383785651876079
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.4661548807993524
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.4443442201371204
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.240415778385624
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.5479843096543454
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.21134738428162905
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.3521180133863863
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.012729360231803492
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.7218185609854582
515,16.0,0.7,-4027792.0,,-0.0,False,False,1.3202983470411567
473,12.0,0.7,-5478492.0,,-0.0,False,False,0.3881757501874868
625,26.0,0.7,-4426656.0,,-0.0,False,True,0.7473603610289773
