index,ALIGN_SPLIT,BUFFER_SIZE,CLIPPING,CUDA_THREADS,N_RESTART,OPTIMIZE_REPS,OPTIMIZE_SPLIT,SIM_THRESH,target,memory_queue,acquisition,terminated,feasible,ml_mape
286559,24.0,50.0,256.0,160.0,256.0,2.0,32.0,4.0,-2615.78214795978,,,False,True,
148770,16.0,1.0,50.0,224.0,1024.0,2.0,20.0,4.0,-6549.70550498501,,,False,False,
434938,72.0,20.0,50.0,64.0,256.0,4.0,8.0,2.0,-3703.288566969,,,False,False,
371688,48.0,1.0,256.0,256.0,1024.0,2.0,8.0,1.0,-7232.79813114432,,,False,False,
415622,48.0,5.0,30.0,160.0,1024.0,1.0,48.0,3.0,-7248.61716445806,,,False,False,
60163,8.0,2.0,50.0,64.0,256.0,5.0,72.0,4.0,-5657.09285511597,,,False,False,
28768,8.0,20.0,50.0,192.0,1024.0,4.0,20.0,3.0,-6870.34804283097,,,False,False,
445390,72.0,20.0,30.0,256.0,1024.0,5.0,12.0,4.0,-17242.7116477165,,,False,False,
250398,24.0,1.0,30.0,32.0,256.0,4.0,8.0,2.0,-2072.28360430725,,,False,False,
341791,32.0,2.0,30.0,160.0,256.0,3.0,24.0,2.0,-2847.98820190063,,,False,False,
2176,8.0,20.0,50.0,128.0,256.0,2.0,8.0,3.0,-1503.2915423895,,,False,False,
286553,24.0,50.0,256.0,160.0,256.0,2.0,32.0,3.0,-1984.17472185304,,479.73899665305464,False,True,0.024439028434397565
229709,20.0,50.0,256.0,160.0,256.0,5.0,32.0,1.0,-2665.89555390012,,739.0201597976973,False,True,0.033262560435700625
347981,32.0,50.0,256.0,160.0,256.0,2.0,32.0,1.0,-2200.70668284082,,790.6494142475171,False,True,0.0004664914008718294
277325,24.0,50.0,256.0,160.0,256.0,1.0,24.0,1.0,-2143.2323035702,,729.069436095343,False,False,0.07309375043461819
285005,24.0,50.0,256.0,160.0,256.0,1.0,32.0,1.0,-2109.18381151972,,661.7087433777684,False,True,0.05353175103836349
291149,24.0,50.0,256.0,160.0,256.0,5.0,32.0,1.0,-2286.38866295233,,748.9948605178813,False,True,0.015173776836180774
75892,12.0,20.0,50.0,128.0,256.0,5.0,12.0,1.0,-2120.9374018447,,693.8604766706319,False,False,0.1685730349694165
123526,16.0,20.0,50.0,128.0,256.0,1.0,8.0,4.0,-1297.42728936693,,677.8746634783922,False,False,0.14608687039656362
69747,12.0,10.0,50.0,128.0,256.0,1.0,12.0,1.0,-1652.35457965267,,626.7816172134344,False,False,0.1601707790412204
138886,16.0,20.0,50.0,128.0,256.0,1.0,16.0,4.0,-1152.29680574956,,627.4625482460166,False,False,0.27809409968562626
255604,24.0,20.0,50.0,128.0,256.0,2.0,12.0,1.0,-1525.20264886008,,653.9429405900178,False,False,0.07457208034791102
272518,24.0,20.0,50.0,128.0,256.0,3.0,20.0,4.0,-2482.03159204214,,650.969745585993,False,False,0.1005059444753101
95860,12.0,20.0,50.0,128.0,256.0,3.0,24.0,1.0,-1542.92876715124,,550.8019957259721,False,True,0.003057944329758542
40582,8.0,20.0,50.0,128.0,256.0,2.0,32.0,4.0,-1373.10972336723,,555.5525834122906,False,True,0.011128740729674517
168058,16.0,20.0,50.0,128.0,256.0,5.0,32.0,2.0,-3345.02807488064,,630.5102957739535,False,False,0.04489141048335532
31360,8.0,20.0,50.0,128.0,256.0,1.0,24.0,3.0,-1203.34105359196,,642.1350413114632,False,False,0.10281870948225005
39045,8.0,10.0,50.0,128.0,256.0,1.0,32.0,4.0,-1462.07185056432,,625.0670636098447,False,False,0.1495898200637332
100464,12.0,1.0,50.0,128.0,256.0,1.0,32.0,1.0,-1617.80230078972,,544.6529285572151,False,False,0.1316878549067021
46712,8.0,5.0,50.0,128.0,256.0,1.0,48.0,2.0,-1273.98931346986,,539.9509939791826,False,False,0.8479258004166497
26757,8.0,10.0,50.0,128.0,256.0,3.0,20.0,4.0,-1937.16475136824,,711.3698503065835,False,False,0.11299115322019256
169602,16.0,1.0,50.0,128.0,256.0,1.0,48.0,4.0,-1869.03181641438,,639.5534936021104,False,False,0.2162470302830839
46726,8.0,20.0,50.0,128.0,256.0,1.0,48.0,4.0,-1455.43721698476,,583.0658044774714,False,False,0.14737298269431034
52869,8.0,10.0,50.0,128.0,256.0,5.0,48.0,4.0,-3335.33555742581,,671.2560512741543,False,True,0.04191316959388231
46710,8.0,1.0,50.0,128.0,256.0,1.0,48.0,2.0,-1230.01109900264,,556.9382978552338,False,False,0.09012919086414657
250995,24.0,10.0,50.0,128.0,256.0,4.0,8.0,1.0,-1638.93606150162,,588.1383593665619,False,False,0.04607686197917235
211058,20.0,5.0,50.0,128.0,256.0,3.0,20.0,1.0,-2233.40053109813,,584.3192807693367,False,False,0.0837424751174924
39007,8.0,2.0,30.0,128.0,256.0,1.0,32.0,2.0,-1292.02167406478,,503.2972907506559,False,False,0.08423843979281583
94315,12.0,2.0,30.0,128.0,256.0,2.0,24.0,4.0,-1080.96647948487,,601.9135703901077,False,False,0.058557107320694045
166507,16.0,2.0,30.0,128.0,256.0,4.0,32.0,4.0,-2741.83138807715,,637.5575908180053,False,False,0.07814038384119006
32856,8.0,1.0,30.0,128.0,256.0,2.0,24.0,1.0,-999.382583959924,,623.1348990212252,False,False,0.0872377929196334
194142,20.0,1.0,30.0,128.0,256.0,2.0,12.0,2.0,-1806.73708149039,,515.8464952446976,False,False,0.05468651322443142
32878,8.0,20.0,30.0,128.0,256.0,2.0,24.0,4.0,-1910.08920787161,,523.4845003369456,False,False,0.09965489170325435
46699,8.0,2.0,30.0,128.0,256.0,1.0,48.0,4.0,-1033.20505955937,,462.5109043111051,False,False,0.0428861489255532
307842,32.0,1.0,50.0,128.0,256.0,1.0,8.0,4.0,-1199.00984706932,,459.62006035894444,False,False,0.11030758100934414
67623,12.0,10.0,30.0,32.0,256.0,5.0,8.0,3.0,-2496.25966943562,,444.8046674988324,False,False,0.1315905466918525
322605,32.0,10.0,30.0,32.0,256.0,1.0,16.0,4.0,-1873.81518290342,,437.0115975150892,False,False,0.6624287248040022
249456,24.0,1.0,50.0,128.0,256.0,3.0,8.0,1.0,-2259.0908023296,,500.95259100746773,False,False,0.14475674462303653
279589,24.0,2.0,30.0,32.0,256.0,3.0,24.0,3.0,-3453.7129780156,,448.3164579968893,False,False,0.19432669498883812
51288,8.0,1.0,30.0,128.0,256.0,4.0,48.0,1.0,-3280.16174378726,,442.476672829641,False,False,0.02688831114178391
308776,32.0,20.0,30.0,32.0,256.0,2.0,8.0,3.0,-1907.52162328905,,428.350158626526,False,False,0.1716774215374948
