index,confidence,hypo_step,max_arm_length,num_threads,target,memory_queue,acquisition,terminated,feasible,ml_mape
6540,24.0,1.0,3.0,11.0,-145497.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,,False,True,
1837,54.0,3.0,10.0,26.0,-180986.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,,False,True,
12989,34.0,3.0,12.0,8.0,-82984.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,,False,True,
0,64.0,3.0,16.0,32.0,-274336.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,0.6656629170900275,False,True,0.6324364106282674
7570,44.0,3.0,9.0,7.0,-71939.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,147.96359210262946,False,True,0.8210404465086583
7282,44.0,3.0,9.0,8.0,-71208.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,419.95001119897955,False,True,0.11814379752791133
8288,64.0,3.0,1.0,5.0,-49665.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,55.487343454413484,False,True,0.6012748628822485
9153,54.0,3.0,1.0,2.0,-37958.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,248.83267330228796,False,False,0.11076662177035931
8319,54.0,1.0,16.0,4.0,-148688.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,65.8426588597341,False,False,0.5428095763629834
7149,54.0,1.0,1.0,9.0,-131400.0,6540/12300//1837/15144/17448//7229/12989//0/1//7570/13330//7282/13042//8288//9153//8319//7149/12909//9154//2883//9452//8002/13762//7064/12824//125//7145/12905//8605//8886//8891//8867//8292//1430/14873/17177//6580/12340//1422/14867/17171//8507//8850//6290/12050//6870/12630//7297/13057//6003/11763//2594/15649/17953//7893/13653//8184//8005/13765//9157//7454/13214//6566/12326//5786/11546//8524//9//5992/11752//4547/10307//4132/9892//9444//6005/11765//4849/10609//6435/12195//5437/11197//5879/11639//7078/12838//8289//2575/15636/17940//277/14104/16408//7800/13560//4566/10326//574/14302/16606//7533/13293//7355/13115//4258/10018//5482/11242//7262/13022//7946/13706,208.34051289878445,False,True,0.9672996860338824
