index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
125,13.0,0.2,-7480356.0,,,False,False,
173,16.0,0.2,-9021200.0,,,False,False,
241,19.0,0.2,-9132787.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.7547799062104973
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.0020451345124809697
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.053283640531144504
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.023303902207860158
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.0331129243893033
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.03718384476706001
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.03292471876213641
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.05079914224741308
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.11831407113376664
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.09253931041505895
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.1193076867043174
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.16096931860749253
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.046813541731635766
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.14824149268401085
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.21619169004989838
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.38797459187021605
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.239250755392942
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.4878930850440109
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.5951419115977655
339,4.0,0.9,-2195600.0,,-0.0,False,False,0.6770619013235237
359,6.0,0.9,-2607030.0,,-0.0,False,False,1.785645236794716
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.12819845301985927
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.010176773210592356
432,10.0,0.7,-3821980.0,,-0.0,False,False,1.9384888430553826
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.18637459853318306
473,12.0,0.7,-5478492.0,,-0.0,False,False,1.3128440733829034
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.1189454189837706
541,18.0,0.7,-5813136.0,,-0.0,False,False,1.1662154074934128
583,22.0,0.7,-4142446.0,,-0.0,False,True,0.17590097588912007
604,24.0,0.7,-4437600.0,,-0.0,False,True,0.6688492501995704
