index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
263,21.0,0.2,-8339163.0,,,False,False,
321,24.0,0.2,-8357256.0,,,False,False,
95,11.0,0.2,-9826938.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.35574514709327154
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.016483503679484295
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.028705326498503155
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.05702655464249983
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.007889575983260916
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.0824826466313594
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.009081824079519324
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.016400790819493635
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.10150429511542208
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.08146655228420298
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.0221241061728211
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.18235309447455667
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.2682158730733747
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.21643418560145816
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.18776930317324628
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.14021812742691384
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.08915833309091148
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.03967747617584082
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.5932802032888517
339,4.0,0.9,-2195600.0,,-0.0,False,False,0.6784267854694344
359,6.0,0.9,-2607030.0,,-0.0,False,False,1.7822732505745769
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.12838992499222973
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.010846488945884412
432,10.0,0.7,-3821980.0,,-0.0,False,False,1.9372267332069748
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.18653086937728033
473,12.0,0.7,-5478492.0,,-0.0,False,False,1.3119742138006847
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.1180046949998648
541,18.0,0.7,-5813136.0,,-0.0,False,False,1.1662532022684564
583,22.0,0.7,-4142446.0,,-0.0,False,True,0.1732733252523964
604,24.0,0.7,-4437600.0,,-0.0,False,True,0.6659649655481034
