index,ALIGN_SPLIT,BUFFER_SIZE,CLIPPING,CUDA_THREADS,N_RESTART,OPTIMIZE_REPS,OPTIMIZE_SPLIT,SIM_THRESH,target,memory_queue,acquisition,terminated,feasible,ml_mape
302881,24.0,2.0,10.0,64.0,1024.0,3.0,72.0,1.0,-19745.4917219212,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,False,
382830,48.0,1.0,256.0,64.0,1024.0,5.0,12.0,2.0,-7190.50529590012,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,True,
343122,32.0,1.0,10.0,128.0,256.0,4.0,24.0,4.0,-3406.77423467357,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,False,
211520,20.0,5.0,30.0,192.0,1024.0,3.0,20.0,2.0,-5888.9869462457,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,False,
190704,20.0,1.0,50.0,64.0,256.0,5.0,8.0,1.0,-2829.15337043829,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,False,
489452,72.0,5.0,30.0,192.0,256.0,4.0,72.0,4.0,-4729.99030224129,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,True,
490344,72.0,1.0,256.0,64.0,1024.0,5.0,72.0,1.0,-22904.9939954238,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,True,
58632,8.0,1.0,256.0,64.0,256.0,4.0,72.0,1.0,-3922.72847607162,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,True,
145129,16.0,2.0,256.0,128.0,1024.0,5.0,16.0,1.0,-8406.9832530206,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,True,
120492,12.0,1.0,10.0,128.0,1024.0,4.0,72.0,3.0,-28626.1646599272,302881//382830//343122//211520//190704//489452//490344//58632//145129//120492//380051//57096//115477//54026//54024//184563//261362//72432//310514//156915//425352//436512//29285//489821//429989//164592//287474//218352//318196//202996//339700//222964//175347//333573//255213//338139//89324//73954//67802//123027//3328//218350//315112//222944//376150//292059//109278//110812//348904//358122//308640//486807//353530//355036//356594//356554//252118//275355//483930//289203//356787//344500//270581//422475//139//420954//414982//347586//104880//170928//416516,,False,False,
