index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
401,6.0,0.7,-3928470.0,,,False,False,
621,24.0,0.7,-4510608.0,,,False,True,
135,13.0,0.2,-7922278.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.6904415053056102
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.04544778913747082
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.12022425344897916
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.07398554595272083
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.1351696578072071
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.06785371150061162
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.10996974728027013
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.09029911125653275
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.10550848312116586
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.006633900300651757
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.7740289810522145
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.35557867027927265
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.2284528317041102
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.3535079622829129
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.39599090167081424
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.43286091880330124
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.45992295501790526
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.6109171435868731
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.4021245750499586
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.6356875045915018
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.04900747571151817
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.0183851662733279
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.4620838011423253
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.19611201205360376
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.12044006471313455
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.05292190695274403
515,16.0,0.7,-4027792.0,,-0.0,False,False,1.2367192523874533
473,12.0,0.7,-5478492.0,,-0.0,False,False,0.45268217796191873
625,26.0,0.7,-4426656.0,,-0.0,False,True,0.7478698020733889
646,3.0,4.0,-1198095.0,,-0.0,False,False,35.544434334552854
