index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
625,26.0,0.7,-4426656.0,,,False,True,
359,6.0,0.9,-2607030.0,,,False,False,
408,6.0,0.7,-4366590.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.4355728940858759
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.0033664171665877883
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.0424136708731502
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.08591272648612208
40,7.0,0.2,-10276763.0,,0.0,False,False,0.006939420534062309
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.10472368267610487
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.03141587577723909
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.04501465274175345
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.01202874594126428
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.10704994282464439
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.4216854258095353
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.6916524572812364
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.33825380573769864
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.23105211544786416
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.3661152681406815
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.4201433709660408
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.4656368658108058
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.4979211810256402
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.6545248010857256
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.44106590732336887
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.677029688946669
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.16260430435594006
339,4.0,0.9,-2195600.0,,-0.0,False,False,0.832076948627911
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.38836397053704697
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.0834074391445352
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.13528904542088563
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.050306266699531
473,12.0,0.7,-5478492.0,,-0.0,False,False,0.5246170718105496
541,18.0,0.7,-5813136.0,,-0.0,False,False,1.0933731767149815
646,3.0,4.0,-1198095.0,,-0.0,False,False,35.635373522819464
