index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
337,3.0,0.9,-2203116.0,,,False,False,
617,24.0,0.7,-4519320.0,,,False,True,
82,9.0,0.2,-8322471.0,,,False,False,
625,26.0,0.7,-4426656.0,,3932.8376066642613,False,True,0.6769151824496522
0,3.0,0.2,-6782883.0,,0.0,False,False,0.5969528771232927
410,8.0,0.7,-4361248.0,,413.7600873532666,False,False,0.8886569068849566
473,12.0,0.7,-5478492.0,,267.1004496998265,False,False,0.9481226831473687
583,22.0,0.7,-4142446.0,,89.13575451378475,False,True,0.7021685865806732
562,20.0,0.7,-4132180.0,,68.09479100126224,False,False,0.6837145628037105
541,18.0,0.7,-5813136.0,,50.147920395468546,False,False,0.6425992566038461
10,4.0,0.2,-8015384.0,,0.0,False,False,0.13504870805300298
20,5.0,0.2,-9436605.0,,0.0,False,False,0.11339423885636479
35,6.0,0.2,-9471234.0,,0.0,False,False,0.0012100722741652625
40,7.0,0.2,-10276763.0,,0.0,False,False,0.020537738495157165
63,8.0,0.2,-9751200.0,,0.0,False,False,0.07939479260282366
84,10.0,0.2,-10254350.0,,0.0,False,False,0.018876511590344685
92,11.0,0.2,-10798579.0,,0.0,False,False,0.056555789270873055
115,12.0,0.2,-10371108.0,,0.0,False,False,0.021991876996372766
120,13.0,0.2,-8398923.0,,0.0,False,False,0.17710992592269545
150,15.0,0.2,-7718760.0,,0.0,False,False,0.08799174957762008
314,24.0,0.2,-8312232.0,,65.59868412881208,False,False,0.4722410640443769
515,16.0,0.7,-4027792.0,,42.67725961448301,False,False,0.23994797734340456
173,16.0,0.2,-9021200.0,,0.0,False,False,0.08891112794089132
175,17.0,0.2,-9910167.0,,0.0,False,False,0.20189211330357876
213,18.0,0.2,-9415458.0,,0.0,False,False,0.16464399781490255
215,19.0,0.2,-9311957.0,,0.0,False,False,0.15786995254206848
243,20.0,0.2,-9209900.0,,0.0,False,False,0.1385805575297449
249,21.0,0.2,-9138129.0,,0.0,False,False,0.10745801799175717
281,22.0,0.2,-8355358.0,,0.0,False,False,0.019816066928016424
289,23.0,0.2,-9440672.0,,0.0,False,False,0.0606687881725129
339,4.0,0.9,-2195600.0,,0.0,False,False,0.5501880330254546
349,5.0,0.9,-2514650.0,,0.0,False,False,0.242364979460776
359,6.0,0.9,-2607030.0,,0.0,False,False,0.12760494349322063
