index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
583,22.0,0.7,-4142446.0,,,False,True,
357,5.0,0.9,-2181145.0,,,False,False,
121,13.0,0.2,-7704983.0,,,False,False,
604,24.0,0.7,-4437600.0,,1213733.6171231726,False,True,0.23623291097399682
646,3.0,4.0,-1198095.0,,1079130.5093704853,False,False,0.8973715908391104
666,5.0,4.0,-1272145.0,,729890.8317927793,False,False,0.8410097312183622
0,3.0,0.2,-6782883.0,,0.0,False,False,0.7802142022254291
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.15742727264970838
473,12.0,0.7,-5478492.0,,1072606.2990845293,False,False,0.7345424951808133
562,20.0,0.7,-4132180.0,,1836293.7197457794,False,False,0.7190892545329942
676,6.0,4.0,-1409808.0,,2289476.9432001677,False,False,0.9410381103861054
541,18.0,0.7,-5813136.0,,1928137.9937550677,False,False,0.6850398295015145
515,16.0,0.7,-4027792.0,,1302815.1887239022,False,False,0.23178416668464366
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.13879096487482073
35,6.0,0.2,-9471234.0,,0.0,False,False,0.030692995406230456
40,7.0,0.2,-10276763.0,,0.0,False,False,0.05124592429100502
63,8.0,0.2,-9751200.0,,0.0,False,False,0.0427031293715544
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.0003009009325253899
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.0025082410106949987
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.06320395498941384
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.02909495610875911
150,15.0,0.2,-7718760.0,,0.0,False,False,0.22747136887980945
173,16.0,0.2,-9021200.0,,0.0,False,False,0.022487231008895957
175,17.0,0.2,-9910167.0,,0.0,False,False,0.12097534659131658
213,18.0,0.2,-9415458.0,,0.0,False,False,0.047760390000933815
215,19.0,0.2,-9311957.0,,0.0,False,False,0.010168280698371
243,20.0,0.2,-9209900.0,,0.0,False,False,0.03941280290605148
249,21.0,0.2,-9138129.0,,0.0,False,False,0.09623125669065855
281,22.0,0.2,-8355358.0,,0.0,False,False,0.26018657081736907
289,23.0,0.2,-9440672.0,,0.0,False,False,0.14996093607215877
314,24.0,0.2,-8312232.0,,0.0,False,False,0.38939127969187665
329,3.0,0.9,-3937797.0,,0.0,False,False,0.05437772584860046
339,4.0,0.9,-2195600.0,,0.0,False,False,1.2008983269263918
