observed_throughput_ffmpeg-0;avg_response_time_ffmpeg-0;parallelism_ffmpeg-0;observed_throughput_librosa;avg_response_time_librosa;parallelism_librosa;observed_throughput_ffmpeg-1;avg_response_time_ffmpeg-1;parallelism_ffmpeg-1;observed_throughput_ffmpeg-2;avg_response_time_ffmpeg-2;parallelism_ffmpeg-2;observed_throughput_deepspeech;avg_response_time_deepspeech;parallelism_deepspeech;total_time;-cost
0,17637;242,3;2;0,18692;60,34;2;0,19011;4,56;4;0,15699;64,76;2;0,15823;3,4;2;375,36;-1,150944444
0,17953;234,68;2;0,22272;10,21;6;0,22727;4,75;4;0,15456;122,76;2;0,15576;3,36;2;375,76;-1,715388889
0,35088;89,06;4;0,39683;36,96;6;0,27027;77,7;2;0,15038;168,59;2;0,15198;3,51;2;375,82;-2,161041667
0,35211;90,88;4;0,26882;88,72;4;0,27248;36,42;2;0,15552;156,62;2;0,15723;3,51;2;376,15;-2,045125
0,35971;86,05;4;0,39062;44,62;6;0,5;21,1;4;0,15314;220,25;2;0,1548;4,19;4;376,21;-2,663833333
0,18215;233,11;2;0,22883;8,8;6;0,23585;5,44;4;0,15576;125,58;2;0,15699;4,17;4;377,1;-1,744666667
0,17762;237,22;2;0,21758;11,92929;4;0,225;4,15152;4;0,15542;121,46465;2;0,15665;3,34343;2;378,10889;-1,706057556
0,34843;90,53;4;0,15267;224,08;2;0,1692;4,33;4;0,15974;56,87;2;0,16129;3,38;2;379,19;-1,079555556
0,17986;234,75;2;0,22523;14,88;4;0,23148;4,19;4;0,15152;121,8;2;0,15267;3,9;4;379,52;-1,711277778
0,18349;223,41;2;0,18315;75,93;2;0,14793;65,17;2;0,14684;11;8;0,14793;4,49;4;380;-0,634722222
0,17606;245,06;2;0,21882;9,15;6;0,15015;113,43;2;0,14881;9,7;4;0,15152;4,41;4;381,75;-0,624513889
0,17825;234,98;2;0,1845;65,56;2;0,18797;3,5;2;0,18587;10,13;4;0,14599;72,18;2;386,35;-0,635083333
0,17825;238,2;2;0,22222;8,99;6;0,22371;4,02;4;0,15823;115,64;2;0,14925;20,16;2;387,01;-1,661791667
0,18484;222,63;2;0,23095;10,34;6;0,23753;13,77;2;0,14451;139,42;2;0,14577;3,81;2;389,97;-1,897097222
0,17065;259,44;2;0,21053;8,47;6;0,14265;108,8;2;0,14164;9,89;4;0,14265;3,8;2;390,4;-0,638375
0,3367;95,26;4;0,16529;210,38;2;0,18587;3,36;2;0,1845;9,87;4;0,1462;73,15;2;392,02;-0,640430556
0,17825;238,63;2;0,18797;63,66;2;0,19011;3,61;2;0,18939;10,69;6;0,14225;85,22;2;401,81;-0,662
0,10858;391,52;2;0,123;7,13;4;0,12438;6,42;2;0,12361;10,1;8;0,12723;4,1;4;419,27;-0,680513889
0,10823;396,29;2;0,12285;6,35;2;0,12422;3,5;2;0,12346;10,3;2;0,12453;4,48;4;420,92;-0,68475
0,10638;398,47;2;0,12019;6,1;2;0,12165;4,23;4;0,1224;9,81;4;0,12346;3,66;2;422,27;-0,681861111
0,10684;410,86;2;0,12121;5,99;2;0,12151;4,14;4;0,12151;10,06;6;0,1224;4,56;4;435,61;-0,702819444
0,10194;423,75;2;0,11442;7,74;6;0,11561;3,37;2;0,11507;12,96;2;0,11574;4,2;4;452,02;-0,753805556
0,10152;426,33;2;0,11288;7,42424;6;0,11419;3,87879;4;0,1134;10,48485;8;0,11406;4,18182;2;452,2997;-0,730130069
0,50251;24,98;4;0,09798;412,12371;2;0,10475;3,25773;2;0,10408;9,21649;8;0,10464;3,36082;4;452,93875;-0,718686361
0,20682;165,53608;2;0,10352;275,49485;2;0,10412;3,28125;2;0,10345;9,16667;8;0,10412;3,57292;2;457,05177;-0,723914528
0,49261;31,67;4;0,09528;425,13402;2;0,1015;3,36842;2;0,10096;9,11579;8;0,1015;3,41053;2;472,69876;-0,745151792
0,4878;30,1;4;0,09482;430,64948;2;0,10125;3,1134;4;0,10062;9,09278;8;0,10115;3,46392;4;476,41958;-0,750095889
0,47847;30,5;4;0,09445;430,15464;2;0,10062;3,37113;2;0,1001;9,25773;4;0,10073;3,37113;4;476,65463;-0,752026028
0,35211;85,46;4;0,09852;414,1;2;0,1056;3,54;2;0,10526;10,22;8;0,10582;4,42;4;517,74;-0,818444444
0,38023;84,18;4;0,0969;429,17;2;0,10341;3,33;2;0,10277;10,31;8;0,10428;3,39;2;530,38;-0,836875
0,2008;205,85;2;0,10183;310,31;2;0,10267;3,41;2;0,10215;10,58;8;0,10363;3,59;2;533,74;-0,844166667
0,35587;88,73;4;0,09615;428,2;2;0,10288;3,8;4;0,10331;10,2;8;0,10566;4,25253;4;535,18253;-0,842475736
0,34722;93,01;4;0,09551;431,84;2;0,10183;3,28;2;0,10121;9,85;4;0,10173;3,84;4;541,82;-0,848291667
