index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
118,12.0,0.2,-10228524.0,,,False,False,
662,4.0,4.0,-1223912.0,,,False,False,
89,10.0,0.2,-9915940.0,,,False,False,
243,20.0,0.2,-9209900.0,,2801168.7908460954,False,False,0.8670687217251939
666,5.0,4.0,-1272145.0,,687562.7623347011,False,False,0.5008080712989428
625,26.0,0.7,-4426656.0,,1721808.3554427046,False,True,0.8927230709083493
0,3.0,0.2,-6782883.0,,0.0,False,False,0.39770714687400793
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.00524133237947779
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.0314401149485929
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.0578835245592709
604,24.0,0.7,-4437600.0,,286242.1581241535,False,True,0.2740595918421504
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.017493272540436245
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.09884704559911708
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.03583712649708313
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.0596870228204897
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.13612409762270913
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.09112851678728565
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.12768742514666342
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.215110505188816
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.1423574392928216
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.09009565633225947
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.06005626574697114
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.24210782609064194
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.13501482827951897
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.3877037080801667
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.5531090461724418
676,6.0,4.0,-1409808.0,,396977.58640296897,False,False,0.7926178367127952
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.6477058486090623
349,5.0,0.9,-2514650.0,,-0.0,False,False,1.013853188923816
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.72937041875503
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.36459794777272
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.11550976991700723
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.014052774039445971
