index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
560,18.0,0.7,-4152546.0,,,False,False,
182,17.0,0.2,-9642026.0,,,False,False,
41,7.0,0.2,-9523248.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.3358264644374124
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.0039797755959210925
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.05731223793161629
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.021335803679133878
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.02910984202441306
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.041303724456231705
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.04698950615575754
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.10399191272026843
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.06295705358336434
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.15009283800272144
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.19265023501538195
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.02281023170352537
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.009193336417519416
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.09151288612243975
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.16379222463880658
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.2254016573336788
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.39238050174458283
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.23909114601946835
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.48396374314686685
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.6181010378324159
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.381006467598514
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.6809570568558914
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.41287320510209247
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.4418119402359324
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.21083089298185304
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.11859325206475979
473,12.0,0.7,-5478492.0,,-0.0,False,False,0.464461901546577
625,26.0,0.7,-4426656.0,,-0.0,False,True,0.9220625465413488
562,20.0,0.7,-4132180.0,,-0.0,False,False,1.0291462873752906
646,3.0,4.0,-1198095.0,,-0.0,False,False,35.28524713504855
