index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
105,11.0,0.2,-10903244.0,,,False,False,
54,7.0,0.2,-10022957.0,,,False,False,
515,16.0,0.7,-4027792.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.25772402484205575
541,18.0,0.7,-5813136.0,,72167.91654360294,False,False,0.4245857146069273
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.004060526708109489
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.045718423947329806
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.03599888433052595
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.07206373037481287
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.01633195456458414
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.018778192807917603
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.029570512292864882
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.2869811687269912
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.25866487353511836
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.08152525859834084
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.11401328988387524
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.04333937078705693
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.11690212147544883
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.1836976072354952
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.24147247218350593
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.40672154924562826
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.24987951670901365
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.4938783819165057
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.6054591910063097
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.3904261659492536
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.7133677298880094
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.4735973807053225
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.47663987341355124
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.29079129060296727
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.2830312984849836
473,12.0,0.7,-5478492.0,,-0.0,False,False,0.2972695154241586
494,14.0,0.7,-4082512.0,,-0.0,False,False,0.19805599153196163
583,22.0,0.7,-4142446.0,,-0.0,False,True,0.31833542054842634
