index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
482,12.0,0.7,-4016844.0,,,False,False,
7,3.0,0.2,-7889811.0,,,False,False,
329,3.0,0.9,-3937797.0,,,False,False,
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.2815739591605041
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.061434306082206465
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.1432634856019401
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.09448450218229788
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.25681830597847877
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.20726258443401446
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.19786179861081307
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.09746787233057652
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.16048694203857866
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.39607531755283415
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.32030265648195455
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.07607822800403757
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.10491043520233101
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.05699659508736031
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.13160429118312972
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.19991272837287233
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.2599024984544001
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.4299249518784161
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.27376971954031065
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.5248978213589178
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.3340715705717456
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.5870692044056689
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.23481884206005502
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.4041564916258264
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.027115190624912376
432,10.0,0.7,-3821980.0,,-0.0,False,False,0.2924929900571708
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.3999627834871837
515,16.0,0.7,-4027792.0,,-0.0,False,False,1.1619491386509349
604,24.0,0.7,-4437600.0,,-0.0,False,True,0.3790663104996704
625,26.0,0.7,-4426656.0,,-0.0,False,True,1.1246175204302655
