index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
621,24.0,0.7,-4510608.0,,,False,True,
367,6.0,0.9,-2244102.0,,,False,False,
545,18.0,0.7,-4199616.0,,,False,False,
0,3.0,0.2,-6782883.0,,0.0,False,False,0.806868590523274
583,22.0,0.7,-4142446.0,,189.97976694873313,False,True,0.09630598335108742
562,20.0,0.7,-4132180.0,,55.1364330081583,False,False,0.1796334644089578
10,4.0,0.2,-8015384.0,,0.0,False,False,0.1538236431694039
20,5.0,0.2,-9436605.0,,0.0,False,False,0.1564561244065926
515,16.0,0.7,-4027792.0,,614.4415053696099,False,False,0.2886115718066023
35,6.0,0.2,-9471234.0,,0.0,False,False,0.2975889685275714
40,7.0,0.2,-10276763.0,,0.0,False,False,0.20620936757982916
63,8.0,0.2,-9751200.0,,0.0,False,False,0.2765196865316482
494,14.0,0.7,-4082512.0,,669.9629892518658,False,False,0.3059992130469638
65,9.0,0.2,-10237491.0,,0.0,False,False,0.1575016294631838
84,10.0,0.2,-10254350.0,,0.0,False,False,0.11796169247622822
92,11.0,0.2,-10798579.0,,0.0,False,False,0.025930249347907986
115,12.0,0.2,-10371108.0,,0.0,False,False,0.05809667425839303
120,13.0,0.2,-8398923.0,,0.0,False,False,0.2754378151178902
150,15.0,0.2,-7718760.0,,0.0,False,False,0.24603158385567747
173,16.0,0.2,-9021200.0,,0.0,False,False,0.037298704102678826
175,17.0,0.2,-9910167.0,,0.0,False,False,0.12776535267305836
213,18.0,0.2,-9415458.0,,0.0,False,False,0.033962195371132514
215,19.0,0.2,-9311957.0,,0.0,False,False,0.014816029548853143
243,20.0,0.2,-9209900.0,,0.0,False,False,0.07166995001794581
249,21.0,0.2,-9138129.0,,0.0,False,False,0.13106373590191164
281,22.0,0.2,-8355358.0,,0.0,False,False,0.29648311536556676
289,23.0,0.2,-9440672.0,,0.0,False,False,0.1730883378651727
314,24.0,0.2,-8312232.0,,0.0,False,False,0.41487091559307127
329,3.0,0.9,-3937797.0,,0.0,False,False,0.13839796679118385
339,4.0,0.9,-2195600.0,,0.0,False,False,0.9423853263380689
349,5.0,0.9,-2514650.0,,0.0,False,False,0.5265147287312737
369,6.0,0.7,-3952086.0,,0.0,False,False,0.4651804444610024
410,8.0,0.7,-4361248.0,,0.0,False,False,0.28108310067879466
