index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
516,16.0,0.7,-3939280.0,,,False,False,
556,18.0,0.7,-4131792.0,,,False,False,
313,23.0,0.2,-9345521.0,,,False,False,
666,5.0,4.0,-1272145.0,,2369.61585030416,False,False,0.8119223069216454
676,6.0,4.0,-1409808.0,,19691.70058555039,False,False,0.23079535108496804
349,5.0,0.9,-2514650.0,,42147.206171952916,False,False,0.592999400435929
0,3.0,0.2,-6782883.0,,0.0,False,False,0.7245926733551554
473,12.0,0.7,-5478492.0,,11306.769521954862,False,False,0.6403446950871733
10,4.0,0.2,-8015384.0,,0.0,False,False,0.16223294939485025
562,20.0,0.7,-4132180.0,,4062.775806935091,False,False,0.33088471239448886
20,5.0,0.2,-9436605.0,,0.0,False,False,0.13604491932226312
583,22.0,0.7,-4142446.0,,3599.708957109416,False,True,0.1411876643531702
35,6.0,0.2,-9471234.0,,0.0,False,False,0.015457245367241355
40,7.0,0.2,-10276763.0,,0.0,False,False,0.035041295144094715
63,8.0,0.2,-9751200.0,,0.0,False,False,0.065592050075026
65,9.0,0.2,-10237491.0,,0.0,False,False,0.013181223189653014
84,10.0,0.2,-10254350.0,,0.0,False,False,0.008049789773163384
92,11.0,0.2,-10798579.0,,0.0,False,False,0.05563008527105526
115,12.0,0.2,-10371108.0,,0.0,False,False,0.02020109218822725
120,13.0,0.2,-8398923.0,,0.0,False,False,0.1886772139322473
150,15.0,0.2,-7718760.0,,0.0,False,False,0.18156004347087643
173,16.0,0.2,-9021200.0,,0.0,False,False,0.046697034718596715
175,17.0,0.2,-9910167.0,,0.0,False,False,0.14182352548203456
213,18.0,0.2,-9415458.0,,0.0,False,False,0.07580759279341466
215,19.0,0.2,-9311957.0,,0.0,False,False,0.03926256263695803
243,20.0,0.2,-9209900.0,,0.0,False,False,0.012660106873903674
249,21.0,0.2,-9138129.0,,0.0,False,False,0.07610830160846141
281,22.0,0.2,-8355358.0,,0.0,False,False,0.24919526446754708
314,24.0,0.2,-8312232.0,,0.0,False,False,0.45287831933719097
329,3.0,0.9,-3937797.0,,0.0,False,False,0.08120976561704035
339,4.0,0.9,-2195600.0,,0.0,False,False,1.2283549769119004
359,6.0,0.9,-2607030.0,,0.0,False,False,0.8672016699418142
369,6.0,0.7,-3952086.0,,0.0,False,False,0.4377819720809091
