index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
123,13.0,0.2,-7715643.0,,,False,False,
85,10.0,0.2,-10802340.0,,,False,False,
413,8.0,0.7,-4801088.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.2355180411105775
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.041082538270826016
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.0014717611205625441
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.0906363323603424
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.022716634326287365
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.0882669290191861
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.002412563555083139
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.12925199342151567
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.1193536391967917
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.004937286881864889
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.20761549874671575
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.18872946662271603
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.012987194092156602
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.0712572057405578
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.14535059258111838
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.20886764928766968
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.37654478327213503
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.2270537625509656
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.47242595125564846
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.3673033209760764
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.1298889765612823
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.33378582819025404
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.1674327879027981
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.2021616478528938
432,10.0,0.7,-3821980.0,,-0.0,False,False,1.1393976411481754
473,12.0,0.7,-5478492.0,,-0.0,False,False,1.2647208218340733
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.077641779271335
541,18.0,0.7,-5813136.0,,-0.0,False,False,1.1575004062311818
583,22.0,0.7,-4142446.0,,-0.0,False,True,0.14125649249829492
604,24.0,0.7,-4437600.0,,-0.0,False,True,0.6286275280638295
