index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
274,21.0,0.2,-8848287.0,,,False,False,
42,7.0,0.2,-9539656.0,,,False,False,
208,17.0,0.2,-9415722.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.1983857004941754
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.003998083279178049
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.04360306606456227
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.04214285724012273
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.06822126056559037
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.009007328075744971
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.027304061047698346
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.09680311788700195
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.06807047002273453
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.12554953623448256
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.10946290649505444
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.09465830264070005
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.12747102014538195
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.06042457289787897
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.026866472914184272
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.37092778020946604
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.2250296162608869
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.47251072187592863
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.5844512929722958
339,4.0,0.9,-2195600.0,,-0.0,False,False,0.6874715132924343
359,6.0,0.9,-2607030.0,,-0.0,False,False,1.7607967007744993
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.1296831263428791
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.012339631241595782
432,10.0,0.7,-3821980.0,,-0.0,False,False,1.9252170608769876
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.18607013233640285
473,12.0,0.7,-5478492.0,,-0.0,False,False,1.3065307424875334
494,14.0,0.7,-4082512.0,,-0.0,False,False,1.1133775592094344
541,18.0,0.7,-5813136.0,,-0.0,False,False,1.1696050786899688
583,22.0,0.7,-4142446.0,,-0.0,False,True,0.15016549191007264
604,24.0,0.7,-4437600.0,,-0.0,False,True,0.6432832837242984
