index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
53,7.0,0.2,-9408819.0,,,False,False,
185,17.0,0.2,-9564540.0,,,False,False,
683,6.0,4.0,-1359486.0,,,False,False,
249,21.0,0.2,-9138129.0,,3092903.8804675043,False,False,0.8108917392624587
541,18.0,0.7,-5813136.0,,1576702.6528318524,False,False,0.5851899450907628
583,22.0,0.7,-4142446.0,,1102128.501757997,False,True,0.2734618283120301
604,24.0,0.7,-4437600.0,,1385145.1344412751,False,True,0.2617188121508739
625,26.0,0.7,-4426656.0,,1346651.183580244,False,True,0.008710550446079997
0,3.0,0.2,-6782883.0,,0.0,False,False,0.1900959663818128
10,4.0,0.2,-8015384.0,,0.0,False,False,0.012103212945932848
20,5.0,0.2,-9436605.0,,0.0,False,False,0.0370549049740368
35,6.0,0.2,-9471234.0,,0.0,False,False,0.05868877050045281
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.11563604156815965
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.05487876595641047
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.03803301849111016
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.038611300040171534
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.019289445224081332
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.17440718960133228
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.14801957951262437
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.07841870083375052
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.15479942487813703
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.11496236364722956
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.05603391417203405
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.2020010110781624
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.107284132095274
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.36046380164400205
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.5881749527059712
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.7005591920166976
349,5.0,0.9,-2514650.0,,-0.0,False,False,1.0784247851561213
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.8459902879662697
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.4147189586175861
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.23891692161410885
494,14.0,0.7,-4082512.0,,49000.69223904796,False,False,0.3489187749775797
