index,ALIGN_SPLIT,BUFFER_SIZE,CLIPPING,CUDA_THREADS,N_RESTART,OPTIMIZE_REPS,OPTIMIZE_SPLIT,SIM_THRESH,target,memory_queue,acquisition,terminated,feasible,ml_mape
119993,12.0,50.0,256.0,32.0,1024.0,4.0,72.0,3.0,-12243.4123901151,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,True,
108142,12.0,20.0,30.0,128.0,256.0,1.0,48.0,4.0,-1818.47199057945,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
79956,12.0,1.0,256.0,32.0,256.0,3.0,16.0,3.0,-1935.05942948286,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,True,
235695,20.0,10.0,10.0,128.0,1024.0,4.0,48.0,3.0,-16268.7112430919,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
48663,8.0,10.0,256.0,192.0,256.0,2.0,48.0,3.0,-2241.11336998201,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,True,
490577,72.0,50.0,10.0,128.0,256.0,5.0,72.0,3.0,-8118.88351158686,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
192238,20.0,20.0,30.0,64.0,256.0,1.0,12.0,4.0,-1403.42205772956,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
453278,72.0,5.0,50.0,32.0,1024.0,1.0,20.0,3.0,-9754.29014591056,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
396065,48.0,50.0,50.0,224.0,1024.0,3.0,20.0,3.0,-9785.78537140035,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
116293,12.0,2.0,30.0,192.0,1024.0,1.0,72.0,3.0,-8065.40488067745,119993//108142//79956//235695//48663//490577//192238//453278//396065//116293//177756//78420//160173//30959//47878//313613//6612//368711//60172//161302//647//383327//374856//14087//39239//491226//6239//389//48263//436272//8326//53061//485164//22363//60767//1242//29231//345821//1247//1054//53957//1517//1133//23837//47429//55157//469877//47501//42677//485189//1524//370061//490079//6429//369478//1050//38296//6815//7187//6623//436680//24274//15257//58433//55289//6814//52463//299580//488453//44612//337031,,False,False,
