index,ALIGN_SPLIT,BUFFER_SIZE,CLIPPING,CUDA_THREADS,N_RESTART,OPTIMIZE_REPS,OPTIMIZE_SPLIT,SIM_THRESH,target,memory_queue,acquisition,terminated,feasible,ml_mape
479382,72.0,1.0,50.0,32.0,1024.0,3.0,48.0,2.0,-14302.1386521223,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,False,
88394,12.0,5.0,256.0,160.0,256.0,3.0,20.0,1.0,-2437.95493216543,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,True,
98952,12.0,1.0,256.0,128.0,256.0,5.0,24.0,1.0,-2747.29029544116,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,True,
261780,24.0,1.0,256.0,128.0,256.0,1.0,16.0,3.0,-1635.19209145579,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,True,
442240,72.0,20.0,50.0,256.0,256.0,3.0,12.0,3.0,-4356.92870908923,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,False,
34154,8.0,5.0,256.0,64.0,1024.0,3.0,24.0,1.0,-5037.49161077023,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,True,
278198,24.0,5.0,256.0,32.0,1024.0,2.0,24.0,3.0,-6884.52384008854,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,False,
317687,32.0,50.0,10.0,224.0,1024.0,2.0,12.0,4.0,-11001.0082866955,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,False,
326487,32.0,10.0,256.0,160.0,256.0,3.0,16.0,3.0,-1919.62233636818,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,True,
302795,24.0,50.0,10.0,64.0,256.0,3.0,72.0,2.0,-5456.54940077306,479382//88394//98952//261780//442240//34154//278198//317687//326487//302795//14526//1128//263316//123532//392328//410952//369480//346074//308251//375839//72//270//307294//350298//38207//368904//384936//2952//370056//291528//104525//0//253709//147724//430349//46553//313596//4992//312444//370386//3124//6581//37105//7961//137507//375413//53832//5//1439//49043//408479//53237//485261//55560//54414//422669//483912//248734//484296//484505//56159//361612//56543//52848//361224//38472//55373//433049//46344//56730//436283,,False,False,
