index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
653,3.0,4.0,-1201515.0,,,False,False,
259,21.0,0.2,-8645238.0,,,False,False,
180,17.0,0.2,-9109518.0,,,False,False,
625,26.0,0.7,-4426656.0,,0.0030021342105359234,False,True,0.44524328426660326
0,3.0,0.2,-6782883.0,,0.0,False,False,0.68095579466889
656,4.0,4.0,-1247004.0,,21826.652268492566,False,False,0.48693747771113854
666,5.0,4.0,-1272145.0,,0.0853521551964279,False,False,0.5504939341281687
10,4.0,0.2,-8015384.0,,0.0,False,False,0.04340031156347913
314,24.0,0.2,-8312232.0,,5.477907969427353e-07,False,False,0.41304214191264843
676,6.0,4.0,-1409808.0,,1.724460094236806,False,False,0.8037908832629131
20,5.0,0.2,-9436605.0,,0.0,False,False,0.007474109408657501
35,6.0,0.2,-9471234.0,,0.0,False,False,0.11526040368375019
40,7.0,0.2,-10276763.0,,0.0,False,False,0.07871108298820181
63,8.0,0.2,-9751200.0,,0.0,False,False,0.17240780698320457
65,9.0,0.2,-10237491.0,,0.0,False,False,0.10556018712967542
84,10.0,0.2,-10254350.0,,0.0,False,False,0.08371860969544043
92,11.0,0.2,-10798579.0,,0.0,False,False,0.002004597254822152
115,12.0,0.2,-10371108.0,,0.0,False,False,0.01178658791172601
120,13.0,0.2,-8398923.0,,0.0,False,False,0.20050104804147273
150,15.0,0.2,-7718760.0,,0.0,False,False,0.13875201668708162
173,16.0,0.2,-9021200.0,,0.0,False,False,0.10527889803104228
213,18.0,0.2,-9415458.0,,0.0,False,False,0.23632526067600035
215,19.0,0.2,-9311957.0,,0.0,False,False,0.23866577081019943
243,20.0,0.2,-9209900.0,,0.0,False,False,0.2284117558584701
281,22.0,0.2,-8355358.0,,0.0,False,False,0.12094461430921527
289,23.0,0.2,-9440672.0,,0.0,False,False,0.17303986751158812
329,3.0,0.9,-3937797.0,,0.0,False,False,0.4671213516454025
604,24.0,0.7,-4437600.0,,9.084198907813464e-17,False,True,0.058145708695730006
593,22.0,0.7,-4131622.0,,8.819639993283467e-13,False,True,0.16178529511783651
576,20.0,0.7,-4360260.0,,5.918366655145539e-17,False,False,0.17290453636410752
339,4.0,0.9,-2195600.0,,0.0,False,False,1.6483500343339117
541,18.0,0.7,-5813136.0,,3.595508232395642e-14,False,False,0.5243615567018344
349,5.0,0.9,-2514650.0,,0.0,False,False,1.1038281949892954
