index,#vm,ram,target,memory_queue,acquisition,terminated,feasible,ml_mape
507,14.0,0.7,-5681998.0,,,False,False,
578,20.0,0.7,-6287920.0,,,False,False,
458,10.0,0.7,-3957250.0,,,False,False,
0,3.0,0.2,-6782883.0,,-0.0,False,False,0.8804062755637303
10,4.0,0.2,-8015384.0,,-0.0,False,False,0.07330034461087083
20,5.0,0.2,-9436605.0,,-0.0,False,False,0.028847710219713125
35,6.0,0.2,-9471234.0,,-0.0,False,False,0.1373753708239492
40,7.0,0.2,-10276763.0,,-0.0,False,False,0.03486181265096334
63,8.0,0.2,-9751200.0,,-0.0,False,False,0.11812569850529796
65,9.0,0.2,-10237491.0,,-0.0,False,False,0.02791965872578776
84,10.0,0.2,-10254350.0,,-0.0,False,False,0.025420743213769487
92,11.0,0.2,-10798579.0,,-0.0,False,False,0.02435234882760955
115,12.0,0.2,-10371108.0,,-0.0,False,False,0.049009167167141855
120,13.0,0.2,-8398923.0,,-0.0,False,False,0.31951775834790924
150,15.0,0.2,-7718760.0,,-0.0,False,False,0.4515452074511302
173,16.0,0.2,-9021200.0,,-0.0,False,False,0.1434425825693365
175,17.0,0.2,-9910167.0,,-0.0,False,False,0.06418523199350788
213,18.0,0.2,-9415458.0,,-0.0,False,False,0.20303122101008084
215,19.0,0.2,-9311957.0,,-0.0,False,False,0.27370872623395387
243,20.0,0.2,-9209900.0,,-0.0,False,False,0.3402939035786696
249,21.0,0.2,-9138129.0,,-0.0,False,False,0.39634680502911
281,22.0,0.2,-8355358.0,,-0.0,False,False,0.5700168458674537
289,23.0,0.2,-9440672.0,,-0.0,False,False,0.38901406370436786
314,24.0,0.2,-8312232.0,,-0.0,False,False,0.6381072622027862
329,3.0,0.9,-3937797.0,,-0.0,False,False,0.2788669838453087
339,4.0,0.9,-2195600.0,,-0.0,False,False,1.257935352892954
349,5.0,0.9,-2514650.0,,-0.0,False,False,0.655310652555216
359,6.0,0.9,-2607030.0,,-0.0,False,False,0.4329012805527019
369,6.0,0.7,-3952086.0,,-0.0,False,False,0.46541833990853043
410,8.0,0.7,-4361248.0,,-0.0,False,False,0.2791149371934452
473,12.0,0.7,-5478492.0,,-0.0,False,False,0.2707521741460101
583,22.0,0.7,-4142446.0,,-0.0,False,True,0.36874197657273516
604,24.0,0.7,-4437600.0,,-0.0,False,True,0.777848264539157
